NAME,CODE,MS_FB,MS_FB_PARE,WIKIDATA
Norbiton Ward,E05000409,country:gb/country:eng/lbo:e09000021/lbw:e05000409,country:gb/country:eng/lbo:e09000021,Q56295959
Old Malden Ward,E05000410,country:gb/country:eng/lbo:e09000021/lbw:e05000410,country:gb/country:eng/lbo:e09000021,Q56295960
St. James Ward,E05000411,country:gb/country:eng/lbo:e09000021/lbw:e05000411,country:gb/country:eng/lbo:e09000021,Q56295961
St. Mark's Ward,E05000412,country:gb/country:eng/lbo:e09000021/lbw:e05000412,country:gb/country:eng/lbo:e09000021,Q56295962
Surbiton Hill Ward,E05000413,country:gb/country:eng/lbo:e09000021/lbw:e05000413,country:gb/country:eng/lbo:e09000021,Q56295963
Tolworth and Hook Rise Ward,E05000414,country:gb/country:eng/lbo:e09000021/lbw:e05000414,country:gb/country:eng/lbo:e09000021,Q56295964
Tudor Ward,E05000415,country:gb/country:eng/lbo:e09000021/lbw:e05000415,country:gb/country:eng/lbo:e09000021,Q56295965
Bishop's Ward,E05000416,country:gb/country:eng/lbo:e09000022/lbw:e05000416,country:gb/country:eng/lbo:e09000022,Q4917393
Brixton Hill Ward,E05000417,country:gb/country:eng/lbo:e09000022/lbw:e05000417,country:gb/country:eng/lbo:e09000022,Q4971719
Clapham Common Ward,E05000418,country:gb/country:eng/lbo:e09000022/lbw:e05000418,country:gb/country:eng/lbo:e09000022,Q5125864
Clapham Town Ward,E05000419,country:gb/country:eng/lbo:e09000022/lbw:e05000419,country:gb/country:eng/lbo:e09000022,Q5125873
Coldharbour Ward,E05000420,country:gb/country:eng/lbo:e09000022/lbw:e05000420,country:gb/country:eng/lbo:e09000022,Q5142528
Ferndale Ward,E05000421,country:gb/country:eng/lbo:e09000022/lbw:e05000421,country:gb/country:eng/lbo:e09000022,Q5445052
Gipsy Hill Ward,E05000422,country:gb/country:eng/lbo:e09000022/lbw:e05000422,country:gb/country:eng/lbo:e09000022,Q5564083
Herne Hill Ward,E05000423,country:gb/country:eng/lbo:e09000022/lbw:e05000423,country:gb/country:eng/lbo:e09000022,Q15223729
Knight's Hill Ward,E05000424,country:gb/country:eng/lbo:e09000022/lbw:e05000424,country:gb/country:eng/lbo:e09000022,Q6422168
Larkhall Ward,E05000425,country:gb/country:eng/lbo:e09000022/lbw:e05000425,country:gb/country:eng/lbo:e09000022,Q6489588
Oval Ward,E05000426,country:gb/country:eng/lbo:e09000022/lbw:e05000426,country:gb/country:eng/lbo:e09000022,Q56243584
Prince's Ward,E05000427,country:gb/country:eng/lbo:e09000022/lbw:e05000427,country:gb/country:eng/lbo:e09000022,Q7243726
St. Leonard's Ward,E05000428,country:gb/country:eng/lbo:e09000022/lbw:e05000428,country:gb/country:eng/lbo:e09000022,Q7593975
Stockwell Ward,E05000429,country:gb/country:eng/lbo:e09000022/lbw:e05000429,country:gb/country:eng/lbo:e09000022,Q7618273
Streatham Hill Ward,E05000430,country:gb/country:eng/lbo:e09000022/lbw:e05000430,country:gb/country:eng/lbo:e09000022,Q56243575
Streatham South Ward,E05000431,country:gb/country:eng/lbo:e09000022/lbw:e05000431,country:gb/country:eng/lbo:e09000022,Q7622737
Streatham Wells Ward,E05000432,country:gb/country:eng/lbo:e09000022/lbw:e05000432,country:gb/country:eng/lbo:e09000022,Q7622739
Thornton Ward,E05000433,country:gb/country:eng/lbo:e09000022/lbw:e05000433,country:gb/country:eng/lbo:e09000022,Q7796507
Thurlow Park Ward,E05000434,country:gb/country:eng/lbo:e09000022/lbw:e05000434,country:gb/country:eng/lbo:e09000022,Q7799327
Tulse Hill Ward,E05000435,country:gb/country:eng/lbo:e09000022/lbw:e05000435,country:gb/country:eng/lbo:e09000022,Q16897478
Vassall Ward,E05000436,country:gb/country:eng/lbo:e09000022/lbw:e05000436,country:gb/country:eng/lbo:e09000022,Q7916898
Bellingham Ward,E05000437,country:gb/country:eng/lbo:e09000023/lbw:e05000437,country:gb/country:eng/lbo:e09000023,Q56295966
Blackheath Ward,E05000438,country:gb/country:eng/lbo:e09000023/lbw:e05000438,country:gb/country:eng/lbo:e09000023,Q56295967
Brockley Ward,E05000439,country:gb/country:eng/lbo:e09000023/lbw:e05000439,country:gb/country:eng/lbo:e09000023,Q56295968
Catford South Ward,E05000440,country:gb/country:eng/lbo:e09000023/lbw:e05000440,country:gb/country:eng/lbo:e09000023,Q56295969
Crofton Park Ward,E05000441,country:gb/country:eng/lbo:e09000023/lbw:e05000441,country:gb/country:eng/lbo:e09000023,Q56295970
Downham Ward,E05000442,country:gb/country:eng/lbo:e09000023/lbw:e05000442,country:gb/country:eng/lbo:e09000023,Q56295971
Evelyn Ward,E05000443,country:gb/country:eng/lbo:e09000023/lbw:e05000443,country:gb/country:eng/lbo:e09000023,Q5416278
Forest Hill Ward,E05000444,country:gb/country:eng/lbo:e09000023/lbw:e05000444,country:gb/country:eng/lbo:e09000023,Q56295972
Grove Park Ward,E05000445,country:gb/country:eng/lbo:e09000023/lbw:e05000445,country:gb/country:eng/lbo:e09000023,Q56295974
Ladywell Ward,E05000446,country:gb/country:eng/lbo:e09000023/lbw:e05000446,country:gb/country:eng/lbo:e09000023,Q56295975
Lee Green Ward,E05000447,country:gb/country:eng/lbo:e09000023/lbw:e05000447,country:gb/country:eng/lbo:e09000023,Q56295976
Lewisham Central Ward,E05000448,country:gb/country:eng/lbo:e09000023/lbw:e05000448,country:gb/country:eng/lbo:e09000023,Q56295977
New Cross Ward,E05000449,country:gb/country:eng/lbo:e09000023/lbw:e05000449,country:gb/country:eng/lbo:e09000023,Q56295978
Perry Vale Ward,E05000450,country:gb/country:eng/lbo:e09000023/lbw:e05000450,country:gb/country:eng/lbo:e09000023,Q56295979
Rushey Green Ward,E05000451,country:gb/country:eng/lbo:e09000023/lbw:e05000451,country:gb/country:eng/lbo:e09000023,Q7380815
Sydenham Ward,E05000452,country:gb/country:eng/lbo:e09000023/lbw:e05000452,country:gb/country:eng/lbo:e09000023,Q56295980
Telegraph Hill Ward,E05000453,country:gb/country:eng/lbo:e09000023/lbw:e05000453,country:gb/country:eng/lbo:e09000023,Q56295981
Whitefoot Ward,E05000454,country:gb/country:eng/lbo:e09000023/lbw:e05000454,country:gb/country:eng/lbo:e09000023,Q7995910
Abbey Ward,E05000455,country:gb/country:eng/lbo:e09000024/lbw:e05000455,country:gb/country:eng/lbo:e09000024,Q56295982
Cannon Hill Ward,E05000456,country:gb/country:eng/lbo:e09000024/lbw:e05000456,country:gb/country:eng/lbo:e09000024,Q56295983
Colliers Wood Ward,E05000457,country:gb/country:eng/lbo:e09000024/lbw:e05000457,country:gb/country:eng/lbo:e09000024,Q56295984
Cricket Green Ward,E05000458,country:gb/country:eng/lbo:e09000024/lbw:e05000458,country:gb/country:eng/lbo:e09000024,Q56295985
Dundonald Ward,E05000459,country:gb/country:eng/lbo:e09000024/lbw:e05000459,country:gb/country:eng/lbo:e09000024,Q56295986
Figge's Marsh Ward,E05000460,country:gb/country:eng/lbo:e09000024/lbw:e05000460,country:gb/country:eng/lbo:e09000024,Q56295987
Graveney Ward,E05000461,country:gb/country:eng/lbo:e09000024/lbw:e05000461,country:gb/country:eng/lbo:e09000024,Q56295988
Hillside Ward,E05000462,country:gb/country:eng/lbo:e09000024/lbw:e05000462,country:gb/country:eng/lbo:e09000024,Q56295989
Lavender Fields Ward,E05000463,country:gb/country:eng/lbo:e09000024/lbw:e05000463,country:gb/country:eng/lbo:e09000024,Q56295991
Longthornton Ward,E05000464,country:gb/country:eng/lbo:e09000024/lbw:e05000464,country:gb/country:eng/lbo:e09000024,Q56295992
Lower Morden Ward,E05000465,country:gb/country:eng/lbo:e09000024/lbw:e05000465,country:gb/country:eng/lbo:e09000024,Q56295993
Merton Park Ward,E05000466,country:gb/country:eng/lbo:e09000024/lbw:e05000466,country:gb/country:eng/lbo:e09000024,Q56295994
Pollards Hill Ward,E05000467,country:gb/country:eng/lbo:e09000024/lbw:e05000467,country:gb/country:eng/lbo:e09000024,Q56295995
Ravensbury Ward,E05000468,country:gb/country:eng/lbo:e09000024/lbw:e05000468,country:gb/country:eng/lbo:e09000024,Q56295996
Raynes Park Ward,E05000469,country:gb/country:eng/lbo:e09000024/lbw:e05000469,country:gb/country:eng/lbo:e09000024,Q56295997
St. Helier Ward,E05000470,country:gb/country:eng/lbo:e09000024/lbw:e05000470,country:gb/country:eng/lbo:e09000024,Q56295998
Trinity Ward,E05000471,country:gb/country:eng/lbo:e09000024/lbw:e05000471,country:gb/country:eng/lbo:e09000024,Q56295999
Village Ward,E05000472,country:gb/country:eng/lbo:e09000024/lbw:e05000472,country:gb/country:eng/lbo:e09000024,Q56296001
West Barnes Ward,E05000473,country:gb/country:eng/lbo:e09000024/lbw:e05000473,country:gb/country:eng/lbo:e09000024,Q56243623
Wimbledon Park Ward,E05000474,country:gb/country:eng/lbo:e09000024/lbw:e05000474,country:gb/country:eng/lbo:e09000024,Q56296002
Beckton Ward,E05000475,country:gb/country:eng/lbo:e09000025/lbw:e05000475,country:gb/country:eng/lbo:e09000025,Q56296003
Boleyn Ward,E05000476,country:gb/country:eng/lbo:e09000025/lbw:e05000476,country:gb/country:eng/lbo:e09000025,Q28792675
Canning Town North Ward,E05000477,country:gb/country:eng/lbo:e09000025/lbw:e05000477,country:gb/country:eng/lbo:e09000025,Q56296004
Canning Town South Ward,E05000478,country:gb/country:eng/lbo:e09000025/lbw:e05000478,country:gb/country:eng/lbo:e09000025,Q56296005
Custom House Ward,E05000479,country:gb/country:eng/lbo:e09000025/lbw:e05000479,country:gb/country:eng/lbo:e09000025,Q56296006
East Ham Central Ward,E05000480,country:gb/country:eng/lbo:e09000025/lbw:e05000480,country:gb/country:eng/lbo:e09000025,Q56296007
East Ham North Ward,E05000481,country:gb/country:eng/lbo:e09000025/lbw:e05000481,country:gb/country:eng/lbo:e09000025,Q56296008
East Ham South Ward,E05000482,country:gb/country:eng/lbo:e09000025/lbw:e05000482,country:gb/country:eng/lbo:e09000025,Q56296009
Forest Gate North Ward,E05000483,country:gb/country:eng/lbo:e09000025/lbw:e05000483,country:gb/country:eng/lbo:e09000025,Q56296010
Forest Gate South Ward,E05000484,country:gb/country:eng/lbo:e09000025/lbw:e05000484,country:gb/country:eng/lbo:e09000025,Q56296011
Green Street East Ward,E05000485,country:gb/country:eng/lbo:e09000025/lbw:e05000485,country:gb/country:eng/lbo:e09000025,Q56296012
Green Street West Ward,E05000486,country:gb/country:eng/lbo:e09000025/lbw:e05000486,country:gb/country:eng/lbo:e09000025,Q56296013
Little Ilford Ward,E05000487,country:gb/country:eng/lbo:e09000025/lbw:e05000487,country:gb/country:eng/lbo:e09000025,Q56296014
Manor Park Ward,E05000488,country:gb/country:eng/lbo:e09000025/lbw:e05000488,country:gb/country:eng/lbo:e09000025,Q56296015
Plaistow North Ward,E05000489,country:gb/country:eng/lbo:e09000025/lbw:e05000489,country:gb/country:eng/lbo:e09000025,Q56296016
Plaistow South Ward,E05000490,country:gb/country:eng/lbo:e09000025/lbw:e05000490,country:gb/country:eng/lbo:e09000025,Q56296018
Royal Docks Ward,E05000491,country:gb/country:eng/lbo:e09000025/lbw:e05000491,country:gb/country:eng/lbo:e09000025,Q1795188
Stratford and New Town Ward,E05000492,country:gb/country:eng/lbo:e09000025/lbw:e05000492,country:gb/country:eng/lbo:e09000025,Q56296019
Wall End Ward,E05000493,country:gb/country:eng/lbo:e09000025/lbw:e05000493,country:gb/country:eng/lbo:e09000025,Q56296020
West Ham Ward,E05000494,country:gb/country:eng/lbo:e09000025/lbw:e05000494,country:gb/country:eng/lbo:e09000025,Q56296021
Aldborough Ward,E05011234,country:gb/country:eng/lbo:e09000026/lbw:e05011234,country:gb/country:eng/lbo:e09000026,Q56296022
Barkingside Ward,E05011235,country:gb/country:eng/lbo:e09000026/lbw:e05011235,country:gb/country:eng/lbo:e09000026,Q56296023
Bridge Ward,E05011236,country:gb/country:eng/lbo:e09000026/lbw:e05011236,country:gb/country:eng/lbo:e09000026,Q56296024
Chadwell Ward,E05011237,country:gb/country:eng/lbo:e09000026/lbw:e05011237,country:gb/country:eng/lbo:e09000026,Q56296025
Churchfields Ward,E05011238,country:gb/country:eng/lbo:e09000026/lbw:e05011238,country:gb/country:eng/lbo:e09000026,Q56296026
Clayhall Ward,E05011239,country:gb/country:eng/lbo:e09000026/lbw:e05011239,country:gb/country:eng/lbo:e09000026,Q56296027
Clementswood Ward,E05011240,country:gb/country:eng/lbo:e09000026/lbw:e05011240,country:gb/country:eng/lbo:e09000026,Q56296028
Cranbrook Ward,E05011241,country:gb/country:eng/lbo:e09000026/lbw:e05011241,country:gb/country:eng/lbo:e09000026,Q56296029
Fairlop Ward,E05011242,country:gb/country:eng/lbo:e09000026/lbw:e05011242,country:gb/country:eng/lbo:e09000026,Q56296030
Fullwell Ward,E05011243,country:gb/country:eng/lbo:e09000026/lbw:e05011243,country:gb/country:eng/lbo:e09000026,Q56296031
Goodmayes Ward,E05011244,country:gb/country:eng/lbo:e09000026/lbw:e05011244,country:gb/country:eng/lbo:e09000026,Q56296032
Hainault Ward,E05011245,country:gb/country:eng/lbo:e09000026/lbw:e05011245,country:gb/country:eng/lbo:e09000026,Q56296033
Ilford Town Ward,E05011246,country:gb/country:eng/lbo:e09000026/lbw:e05011246,country:gb/country:eng/lbo:e09000026,Q56296034
Loxford Ward,E05011247,country:gb/country:eng/lbo:e09000026/lbw:e05011247,country:gb/country:eng/lbo:e09000026,Q56296035
Mayfield Ward,E05011248,country:gb/country:eng/lbo:e09000026/lbw:e05011248,country:gb/country:eng/lbo:e09000026,Q56296036
Monkhams Ward,E05011249,country:gb/country:eng/lbo:e09000026/lbw:e05011249,country:gb/country:eng/lbo:e09000026,Q56296037
Newbury Ward,E05011250,country:gb/country:eng/lbo:e09000026/lbw:e05011250,country:gb/country:eng/lbo:e09000026,Q56296038
Seven Kings Ward,E05011251,country:gb/country:eng/lbo:e09000026/lbw:e05011251,country:gb/country:eng/lbo:e09000026,Q56296040
South Woodford Ward,E05011252,country:gb/country:eng/lbo:e09000026/lbw:e05011252,country:gb/country:eng/lbo:e09000026,Q56296041
Valentines Ward,E05011253,country:gb/country:eng/lbo:e09000026/lbw:e05011253,country:gb/country:eng/lbo:e09000026,Q56296042
Wanstead Park Ward,E05011254,country:gb/country:eng/lbo:e09000026/lbw:e05011254,country:gb/country:eng/lbo:e09000026,Q56296043
Wanstead Village Ward,E05011255,country:gb/country:eng/lbo:e09000026/lbw:e05011255,country:gb/country:eng/lbo:e09000026,Q56296044
Barnes Ward,E05000516,country:gb/country:eng/lbo:e09000027/lbw:e05000516,country:gb/country:eng/lbo:e09000027,Q56296045
East Sheen Ward,E05000517,country:gb/country:eng/lbo:e09000027/lbw:e05000517,country:gb/country:eng/lbo:e09000027,Q56296046
Fulwell and Hampton Hill Ward,E05000518,country:gb/country:eng/lbo:e09000027/lbw:e05000518,country:gb/country:eng/lbo:e09000027,Q56296047
"Ham, Petersham and Richmond Riverside Ward",E05000519,country:gb/country:eng/lbo:e09000027/lbw:e05000519,country:gb/country:eng/lbo:e09000027,Q56296048
Hampton Ward,E05000520,country:gb/country:eng/lbo:e09000027/lbw:e05000520,country:gb/country:eng/lbo:e09000027,Q56296050
Hampton North Ward,E05000521,country:gb/country:eng/lbo:e09000027/lbw:e05000521,country:gb/country:eng/lbo:e09000027,Q56296049
Hampton Wick Ward,E05000522,country:gb/country:eng/lbo:e09000027/lbw:e05000522,country:gb/country:eng/lbo:e09000027,Q56296051
Heathfield Ward,E05000523,country:gb/country:eng/lbo:e09000027/lbw:e05000523,country:gb/country:eng/lbo:e09000027,Q56296052
Kew Ward,E05000524,country:gb/country:eng/lbo:e09000027/lbw:e05000524,country:gb/country:eng/lbo:e09000027,Q56296053
Mortlake and Barnes Common Ward,E05000525,country:gb/country:eng/lbo:e09000027/lbw:e05000525,country:gb/country:eng/lbo:e09000027,Q56296054
North Richmond Ward,E05000526,country:gb/country:eng/lbo:e09000027/lbw:e05000526,country:gb/country:eng/lbo:e09000027,Q56296055
St. Margarets and North Twickenham Ward,E05000527,country:gb/country:eng/lbo:e09000027/lbw:e05000527,country:gb/country:eng/lbo:e09000027,Q56296058
South Richmond Ward,E05000528,country:gb/country:eng/lbo:e09000027/lbw:e05000528,country:gb/country:eng/lbo:e09000027,Q56296056
South Twickenham Ward,E05000529,country:gb/country:eng/lbo:e09000027/lbw:e05000529,country:gb/country:eng/lbo:e09000027,Q56296057
Teddington Ward,E05000530,country:gb/country:eng/lbo:e09000027/lbw:e05000530,country:gb/country:eng/lbo:e09000027,Q56296059
Twickenham Riverside Ward,E05000531,country:gb/country:eng/lbo:e09000027/lbw:e05000531,country:gb/country:eng/lbo:e09000027,Q56296060
West Twickenham Ward,E05000532,country:gb/country:eng/lbo:e09000027/lbw:e05000532,country:gb/country:eng/lbo:e09000027,Q56296061
Whitton Ward,E05000533,country:gb/country:eng/lbo:e09000027/lbw:e05000533,country:gb/country:eng/lbo:e09000027,Q56296062
Borough & Bankside Ward,E05011095,country:gb/country:eng/lbo:e09000028/lbw:e05011095,country:gb/country:eng/lbo:e09000028,Q56296063
Camberwell Green Ward,E05011096,country:gb/country:eng/lbo:e09000028/lbw:e05011096,country:gb/country:eng/lbo:e09000028,Q56296064
Champion Hill Ward,E05011097,country:gb/country:eng/lbo:e09000028/lbw:e05011097,country:gb/country:eng/lbo:e09000028,Q56296065
Chaucer Ward,E05011098,country:gb/country:eng/lbo:e09000028/lbw:e05011098,country:gb/country:eng/lbo:e09000028,Q56296066
Dulwich Hill Ward,E05011099,country:gb/country:eng/lbo:e09000028/lbw:e05011099,country:gb/country:eng/lbo:e09000028,Q56296067
Dulwich Village Ward,E05011100,country:gb/country:eng/lbo:e09000028/lbw:e05011100,country:gb/country:eng/lbo:e09000028,Q56296068
Dulwich Wood Ward,E05011101,country:gb/country:eng/lbo:e09000028/lbw:e05011101,country:gb/country:eng/lbo:e09000028,Q56296069
Faraday Ward,E05011102,country:gb/country:eng/lbo:e09000028/lbw:e05011102,country:gb/country:eng/lbo:e09000028,Q56296070
Goose Green Ward,E05011103,country:gb/country:eng/lbo:e09000028/lbw:e05011103,country:gb/country:eng/lbo:e09000028,Q56296071
London Bridge & West Bermondsey Ward,E05011104,country:gb/country:eng/lbo:e09000028/lbw:e05011104,country:gb/country:eng/lbo:e09000028,Q56296072
Newington Ward,E05011105,country:gb/country:eng/lbo:e09000028/lbw:e05011105,country:gb/country:eng/lbo:e09000028,Q56296073
North Bermondsey Ward,E05011106,country:gb/country:eng/lbo:e09000028/lbw:e05011106,country:gb/country:eng/lbo:e09000028,Q56296075
North Walworth Ward,E05011107,country:gb/country:eng/lbo:e09000028/lbw:e05011107,country:gb/country:eng/lbo:e09000028,Q56296076
Nunhead & Queen's Road Ward,E05011108,country:gb/country:eng/lbo:e09000028/lbw:e05011108,country:gb/country:eng/lbo:e09000028,Q56296077
Old Kent Road Ward,E05011109,country:gb/country:eng/lbo:e09000028/lbw:e05011109,country:gb/country:eng/lbo:e09000028,Q56296078
Peckham Ward,E05011110,country:gb/country:eng/lbo:e09000028/lbw:e05011110,country:gb/country:eng/lbo:e09000028,Q56296080
Peckham Rye Ward,E05011111,country:gb/country:eng/lbo:e09000028/lbw:e05011111,country:gb/country:eng/lbo:e09000028,Q56296079
Rotherhithe Ward,E05011112,country:gb/country:eng/lbo:e09000028/lbw:e05011112,country:gb/country:eng/lbo:e09000028,Q56296081
Rye Lane Ward,E05011113,country:gb/country:eng/lbo:e09000028/lbw:e05011113,country:gb/country:eng/lbo:e09000028,Q56296082
St. George's Ward,E05011114,country:gb/country:eng/lbo:e09000028/lbw:e05011114,country:gb/country:eng/lbo:e09000028,Q56296084
St. Giles Ward,E05011115,country:gb/country:eng/lbo:e09000028/lbw:e05011115,country:gb/country:eng/lbo:e09000028,Q56296085
South Bermondsey Ward,E05011116,country:gb/country:eng/lbo:e09000028/lbw:e05011116,country:gb/country:eng/lbo:e09000028,Q56296083
Surrey Docks Ward,E05011117,country:gb/country:eng/lbo:e09000028/lbw:e05011117,country:gb/country:eng/lbo:e09000028,Q56296086
Beddington North Ward,E05000555,country:gb/country:eng/lbo:e09000029/lbw:e05000555,country:gb/country:eng/lbo:e09000029,Q56296087
Beddington South Ward,E05000556,country:gb/country:eng/lbo:e09000029/lbw:e05000556,country:gb/country:eng/lbo:e09000029,Q56296088
Belmont Ward,E05000557,country:gb/country:eng/lbo:e09000029/lbw:e05000557,country:gb/country:eng/lbo:e09000029,Q56296089
Carshalton Central Ward,E05000558,country:gb/country:eng/lbo:e09000029/lbw:e05000558,country:gb/country:eng/lbo:e09000029,Q56296090
Carshalton South and Clockhouse Ward,E05000559,country:gb/country:eng/lbo:e09000029/lbw:e05000559,country:gb/country:eng/lbo:e09000029,Q56296091
Cheam Ward,E05000560,country:gb/country:eng/lbo:e09000029/lbw:e05000560,country:gb/country:eng/lbo:e09000029,Q56296092
Nonsuch Ward,E05000561,country:gb/country:eng/lbo:e09000029/lbw:e05000561,country:gb/country:eng/lbo:e09000029,Q56296093
St. Helier Ward,E05000562,country:gb/country:eng/lbo:e09000029/lbw:e05000562,country:gb/country:eng/lbo:e09000029,Q56296094
Stonecot Ward,E05000563,country:gb/country:eng/lbo:e09000029/lbw:e05000563,country:gb/country:eng/lbo:e09000029,Q56296095
Sutton Central Ward,E05000564,country:gb/country:eng/lbo:e09000029/lbw:e05000564,country:gb/country:eng/lbo:e09000029,Q56296096
Sutton North Ward,E05000565,country:gb/country:eng/lbo:e09000029/lbw:e05000565,country:gb/country:eng/lbo:e09000029,Q56296097
Sutton South Ward,E05000566,country:gb/country:eng/lbo:e09000029/lbw:e05000566,country:gb/country:eng/lbo:e09000029,Q56296098
Sutton West Ward,E05000567,country:gb/country:eng/lbo:e09000029/lbw:e05000567,country:gb/country:eng/lbo:e09000029,Q56296099
The Wrythe Ward,E05000568,country:gb/country:eng/lbo:e09000029/lbw:e05000568,country:gb/country:eng/lbo:e09000029,Q56296100
Wallington North Ward,E05000569,country:gb/country:eng/lbo:e09000029/lbw:e05000569,country:gb/country:eng/lbo:e09000029,Q56296101
Wallington South Ward,E05000570,country:gb/country:eng/lbo:e09000029/lbw:e05000570,country:gb/country:eng/lbo:e09000029,Q56296103
Wandle Valley Ward,E05000571,country:gb/country:eng/lbo:e09000029/lbw:e05000571,country:gb/country:eng/lbo:e09000029,Q56296104
Worcester Park Ward,E05000572,country:gb/country:eng/lbo:e09000029/lbw:e05000572,country:gb/country:eng/lbo:e09000029,Q56296105
Bethnal Green Ward,E05009317,country:gb/country:eng/lbo:e09000030/lbw:e05009317,country:gb/country:eng/lbo:e09000030,Q56296107
Blackwall & Cubitt Town Ward,E05009318,country:gb/country:eng/lbo:e09000030/lbw:e05009318,country:gb/country:eng/lbo:e09000030,Q56296108
Bow East Ward,E05009319,country:gb/country:eng/lbo:e09000030/lbw:e05009319,country:gb/country:eng/lbo:e09000030,Q56296109
Bow West Ward,E05009320,country:gb/country:eng/lbo:e09000030/lbw:e05009320,country:gb/country:eng/lbo:e09000030,Q56296110
Bromley North Ward,E05009321,country:gb/country:eng/lbo:e09000030/lbw:e05009321,country:gb/country:eng/lbo:e09000030,Q56296111
Bromley South Ward,E05009322,country:gb/country:eng/lbo:e09000030/lbw:e05009322,country:gb/country:eng/lbo:e09000030,Q56296112
Canary Wharf Ward,E05009323,country:gb/country:eng/lbo:e09000030/lbw:e05009323,country:gb/country:eng/lbo:e09000030,Q56296113
Island Gardens Ward,E05009324,country:gb/country:eng/lbo:e09000030/lbw:e05009324,country:gb/country:eng/lbo:e09000030,Q56296114
Lansbury Ward,E05009325,country:gb/country:eng/lbo:e09000030/lbw:e05009325,country:gb/country:eng/lbo:e09000030,Q56296115
Limehouse Ward,E05009326,country:gb/country:eng/lbo:e09000030/lbw:e05009326,country:gb/country:eng/lbo:e09000030,Q56296116
Mile End Ward,E05009327,country:gb/country:eng/lbo:e09000030/lbw:e05009327,country:gb/country:eng/lbo:e09000030,Q56296117
Poplar Ward,E05009328,country:gb/country:eng/lbo:e09000030/lbw:e05009328,country:gb/country:eng/lbo:e09000030,Q56296118
St. Dunstan's Ward,E05009329,country:gb/country:eng/lbo:e09000030/lbw:e05009329,country:gb/country:eng/lbo:e09000030,Q56296121
St. Katharine's & Wapping Ward,E05009330,country:gb/country:eng/lbo:e09000030/lbw:e05009330,country:gb/country:eng/lbo:e09000030,Q56296123
St. Peter's Ward,E05009331,country:gb/country:eng/lbo:e09000030/lbw:e05009331,country:gb/country:eng/lbo:e09000030,Q56296124
Shadwell Ward,E05009332,country:gb/country:eng/lbo:e09000030/lbw:e05009332,country:gb/country:eng/lbo:e09000030,Q56296119
Spitalfields & Banglatown Ward,E05009333,country:gb/country:eng/lbo:e09000030/lbw:e05009333,country:gb/country:eng/lbo:e09000030,Q56296120
Stepney Green Ward,E05009334,country:gb/country:eng/lbo:e09000030/lbw:e05009334,country:gb/country:eng/lbo:e09000030,Q56296125
Weavers Ward,E05009335,country:gb/country:eng/lbo:e09000030/lbw:e05009335,country:gb/country:eng/lbo:e09000030,Q56296126
Whitechapel Ward,E05009336,country:gb/country:eng/lbo:e09000030/lbw:e05009336,country:gb/country:eng/lbo:e09000030,Q56296127
Cann Hall Ward,E05000590,country:gb/country:eng/lbo:e09000031/lbw:e05000590,country:gb/country:eng/lbo:e09000031,Q5032532
Cathall Ward,E05000591,country:gb/country:eng/lbo:e09000031/lbw:e05000591,country:gb/country:eng/lbo:e09000031,Q5052078
Chapel End Ward,E05000592,country:gb/country:eng/lbo:e09000031/lbw:e05000592,country:gb/country:eng/lbo:e09000031,Q56296128
Chingford Green Ward,E05000593,country:gb/country:eng/lbo:e09000031/lbw:e05000593,country:gb/country:eng/lbo:e09000031,Q5101012
Endlebury Ward,E05000594,country:gb/country:eng/lbo:e09000031/lbw:e05000594,country:gb/country:eng/lbo:e09000031,Q56296129
Forest Ward,E05000595,country:gb/country:eng/lbo:e09000031/lbw:e05000595,country:gb/country:eng/lbo:e09000031,Q56296130
Grove Green Ward,E05000596,country:gb/country:eng/lbo:e09000031/lbw:e05000596,country:gb/country:eng/lbo:e09000031,Q20711356
Hale End and Highams Park Ward,E05000597,country:gb/country:eng/lbo:e09000031/lbw:e05000597,country:gb/country:eng/lbo:e09000031,Q56296131
Hatch Lane Ward,E05000598,country:gb/country:eng/lbo:e09000031/lbw:e05000598,country:gb/country:eng/lbo:e09000031,Q5681030
High Street Ward,E05000599,country:gb/country:eng/lbo:e09000031/lbw:e05000599,country:gb/country:eng/lbo:e09000031,Q56296132
Higham Hill Ward,E05000600,country:gb/country:eng/lbo:e09000031/lbw:e05000600,country:gb/country:eng/lbo:e09000031,Q56296133
Hoe Street Ward,E05000601,country:gb/country:eng/lbo:e09000031/lbw:e05000601,country:gb/country:eng/lbo:e09000031,Q5876366
Larkswood Ward,E05000602,country:gb/country:eng/lbo:e09000031/lbw:e05000602,country:gb/country:eng/lbo:e09000031,Q56296134
Lea Bridge Ward,E05000603,country:gb/country:eng/lbo:e09000031/lbw:e05000603,country:gb/country:eng/lbo:e09000031,Q6508175
Leyton Ward,E05000604,country:gb/country:eng/lbo:e09000031/lbw:e05000604,country:gb/country:eng/lbo:e09000031,Q6538137
Leytonstone Ward,E05000605,country:gb/country:eng/lbo:e09000031/lbw:e05000605,country:gb/country:eng/lbo:e09000031,Q56296135
Markhouse Ward,E05000606,country:gb/country:eng/lbo:e09000031/lbw:e05000606,country:gb/country:eng/lbo:e09000031,Q56296136
Valley Ward,E05000607,country:gb/country:eng/lbo:e09000031/lbw:e05000607,country:gb/country:eng/lbo:e09000031,Q56296137
